Methodology *,Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Benthic attribute *,Quadrat size *,Transect length surveyed *,Quadrat *,Number of points *,Number of quadrats *,Number of points per quadrat *,Observer emails *
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Galaxea,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Goniastrea,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Halimeda,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Lobophyllia,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Merulina,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Millepora,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Pachyseris,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Pavona,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Pocillopora,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Porites,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Rubble,1,50,21,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Sand,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Sea urchin,1,50,23,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Sponge,1,50,24,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Stylophora,1,50,25,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,1,Clam,1,50,26,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Acropora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Coralline algae,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Coralline algae,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Diploastrea,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Echinopora,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Fungia,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Goniastrea,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Halimeda,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Merulina,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Millepora,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Montipora,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Pectinia,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Porites,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Psammocora,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Rubble,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Sand,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Sea urchin,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Silt,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Sponge,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Actinaria,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Clionaidae,1,50,21,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,2,Clam,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Acropora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Coralline algae,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Cyphastrea,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Coralline algae,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Dead coral,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Echinopora,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Favia,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Goniastrea,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Isopora,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Merulina,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Millepora,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Montipora,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Porites,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Rubble,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Sand,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Silt,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Soft coral,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Sponge,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,gen_luna_mpa,Reserve,2022,3,21,8,3,Clam,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Acropora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Alveopora,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Coralline algae,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Coralline algae,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Dead coral,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Diploastrea,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Favia,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Macroalgae,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Pocillopora,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Porites,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Rubble,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Sand,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Silt,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Soft coral,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Sponge,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Actinaria,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,1,Clam,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Acropora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Alveopora,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Coralline algae,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Coralline algae,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Diploastrea,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Favia,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Heliopora,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Macroalgae,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Millepora,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Porites,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Rubble,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Sand,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Sargassum,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Silt,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Sponge,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Actinaria,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Clionaidae,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,2,Clam,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Acropora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Agelas tubulata,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Alveopora,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Anemone,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Coralline algae,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Coralline algae,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Diploastrea,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Goniastrea,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Halimeda,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Macroalgae,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Padina,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Porites,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Rubble,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Sand,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Colpophyllia,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Seagrass,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Silt,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Soft coral,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Sponge,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Actinaria,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,6,3,Clam,1,50,21,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Acropora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Agelas tubulata,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Coralline algae,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Diploastrea,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Halimeda,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Macroalgae,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Porites,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Rubble,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Sand,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Seriatopora,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Silt,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Soft coral,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Sponge,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Actinaria,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,4,Clam,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Coralline algae,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Coralline algae,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Diploastrea,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Echinopora,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Favia,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Goniastrea,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Halimeda,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Platygyra,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Porites,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Rubble,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Sand,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Silt,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Soft coral,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Sponge,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Actinaria,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Clionaidae,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,poblacion_mpa,Reserve,2022,3,25,8,5,Clam,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Agelas tubulata,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Coralline algae,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Dead coral,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Dictyota,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Diploastrea,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Favites,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Fungia,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Halimeda,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Hydnophora,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Platygyra,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Porites,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Rubble,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Sand,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Silt,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Soft coral,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Sponge,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Actinaria,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,8,1,Clam,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Alveopora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Coralline algae,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Cyphastrea,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Coralline algae,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Favia,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Fungia,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Halimeda,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Pachyseris,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Porites,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Rubble,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Sand,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Sandalolitha,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Sargassum,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Silt,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Soft coral,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Sponge,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,5,2,Clam,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Astreopora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Coralline algae,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Coralline algae,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Diploastrea,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Favia,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Fungia,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Galaxea,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Goniastrea,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Halimeda,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Hydnophora,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Lobophyllia,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Montipora,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Pavona,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Porites,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Rubble,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Sand,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Seagrass,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Silt,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Soft coral,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Sponge,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Stylophora,1,50,21,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,3,Clam,1,50,22,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Acropora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Agelas tubulata,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Astreopora,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Coralline algae,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Coralline algae,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Favia,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Goniastrea,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Goniopora,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Halimeda,1,50,9,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Pocillopora,1,50,10,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Porites,1,50,11,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Rubble,1,50,12,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Sand,1,50,13,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Sea urchin,1,50,14,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Silt,1,50,15,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Soft coral,1,50,16,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Sponge,1,50,17,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Actinaria,1,50,18,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Clionaidae,1,50,19,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,4,Clam,1,50,20,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,5,Acropora,1,50,1,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,5,Alveopora,1,50,2,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,5,Astreopora,1,50,3,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,5,Coeloseris,1,50,4,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,5,Coralline algae,1,50,5,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,5,Coscinaraea,1,50,6,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,5,Coralline algae,1,50,7,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,5,Diploastrea,1,50,8,10,10,10,marianoviz1988@gmail.com
photo,salvacion_mpa,Reserve,2022,3,23,3,5,Echinopora,1,50,9,10,10,10,marianoviz1988@gmail.com
