Name,date,habitat,transect,quadrat,Aux5,Height (cm),Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments,Row,Column,Label,Annotator,Date annotated,Machine suggestion 1,Machine confidence 1,Machine suggestion 2,Machine confidence 2,Machine suggestion 3,Machine confidence 3,Machine suggestion 4,Machine confidence 4,Machine suggestion 5,Machine confidence 5,site,management,latitude,longitude
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,1446,AgTen,robot,2022-10-05T03:08:37Z,AgTen,72,Turf_sand,2,Unk,2,MAL_turf,2,Lobophora,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2137,3666,SP,robot,2022-10-05T03:08:37Z,SP,29,Unk,8,SpongeCRUS,7,BrownM,5,SINV_SPO_C,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2487,1159,SP,robot,2022-10-05T03:08:37Z,SP,65,Dictyota,6,Paly,5,Sand,5,MAL_turf,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2589,2062,AgTen,robot,2022-10-05T03:08:37Z,AgTen,72,AG,2,MAL_turf,2,Unk,2,Lobophora,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2737,2733,Paly,robot,2022-10-05T03:08:37Z,Paly,42,SP,28,D_coral,4,MAL_turf,2,Mont_spp,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2649,2581,AgTen,robot,2022-10-05T03:08:37Z,AgTen,19,SP,15,BrownM,5,Lobophora,4,Turf_sand,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2331,4170,Dictyota,robot,2022-10-05T03:08:37Z,Dictyota,57,Lobophora,6,BrownM,5,MAL,3,MAL_turf,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3138,1353,Dictyota,robot,2022-10-05T03:08:37Z,Dictyota,43,SP,22,Unk,2,Sand,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3286,3433,Pseudopter,robot,2022-10-05T03:08:37Z,Pseudopter,19,Psebip,9,Turf_sand,7,PLESPP,6,Unk,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2924,2967,Pseudopter,robot,2022-10-05T03:08:37Z,Pseudopter,13,Psebip,11,PLESPP,9,Unk,7,OctoThnSft,6,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3240.JPG,08/03/2021,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3132,4303,Dictyota,robot,2022-10-05T03:08:37Z,Dictyota,74,Unk,2,Turf_sand,2,MAL_turf,2,BrownM,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766,1286,Dictyota,robot,2022-10-05T03:09:00Z,Dictyota,63,SP,3,BrownM,2,Turf_sand,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,1687,Dictyota,robot,2022-10-05T03:09:00Z,Dictyota,71,Turf_sand,2,Unk,2,MAL_turf,2,SP,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,1789,SP,robot,2022-10-05T03:09:00Z,SP,71,Unk,3,MAL_turf,2,Turf_sand,2,Sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,4210,Dictyota,robot,2022-10-05T03:09:01Z,Dictyota,60,Lobophora,4,BrownM,4,MAL_turf,3,Turf_sand,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134,1272,Lobophora,robot,2022-10-05T03:09:01Z,Lobophora,62,Dictyota,7,AgTen,4,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449,1298,Mil_spp,robot,2022-10-05T03:09:01Z,Mil_spp,68,Turf_sand,2,AgTen,2,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646,3613,AgTen,robot,2022-10-05T03:09:01Z,AgTen,66,Unk,5,Turf_sand,2,Lobophora,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322,3359,MAL_turf,robot,2022-10-05T03:09:01Z,MAL_turf,28,Dictyota,10,BrownM,10,Turf_sand,5,Unk,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1517,3139,Lobophora,robot,2022-10-05T03:09:01Z,Lobophora,62,Dictyota,3,MAL_turf,3,Turf_sand,2,Unk,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,4149,Lobophora,robot,2022-10-05T03:09:01Z,Lobophora,34,AgTen,9,Dictyota,5,Unk,4,BrownM,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1872,859,Unk,robot,2022-10-05T03:09:01Z,Unk,10,BrownM,9,Dictyota,7,MAL_turf,5,Turf_sand,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1979,2441,SP,robot,2022-10-05T03:09:01Z,SP,23,SpongeCRUS,20,Unk,7,MAL,4,BrownM,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2162,2904,AgTen,robot,2022-10-05T03:09:01Z,AgTen,78,MAL_turf,2,Mont_spp,1,Turf_sand,1,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751,3767,SP,robot,2022-10-05T03:09:01Z,SP,39,Dictyota,30,AG,3,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2422,876,Dictyota,robot,2022-10-05T03:09:01Z,Dictyota,58,BrownM,13,MAL_turf,3,Turf_sand,2,Unk,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2331,2174,Dictyota,robot,2022-10-05T03:09:01Z,Dictyota,41,Lobophora,22,Unk,3,MAL_turf,3,BrownM,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2230,2901,AgTen,robot,2022-10-05T03:09:01Z,AgTen,77,MAL_turf,2,Mont_spp,1,Turf_sand,1,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2219,3809,Dictyota,robot,2022-10-05T03:09:01Z,Dictyota,75,Unk,2,Turf_sand,2,MAL_turf,2,Mont_spp,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2514,4101,Dictyota,robot,2022-10-05T03:09:01Z,Dictyota,68,BrownM,3,MAL_turf,3,MAL,2,Unk,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2347,4234,Dictyota,robot,2022-10-05T03:09:01Z,Dictyota,37,BrownM,9,Turf_sand,4,MAL_turf,4,SpongeCRUS,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3205,2122,Paly,robot,2022-10-05T03:09:01Z,Paly,59,SP,12,Dictyota,8,MAL_turf,1,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3039,1626,Paly,robot,2022-10-05T03:09:01Z,Paly,22,SP,19,AG,8,Unk,3,BrownM,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2850,1534,Dictyota,robot,2022-10-05T03:09:01Z,Dictyota,74,MAL_turf,3,Unk,2,Turf_sand,1,MAL,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3112,2964,Dictyota,robot,2022-10-05T03:09:01Z,Dictyota,73,Turf_sand,2,Unk,2,BrownM,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3241.JPG,08/03/2021,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2902,3508,Dictyota,robot,2022-10-05T03:09:01Z,Dictyota,32,SP,22,Sand,3,Turf_sand,3,MAL_turf,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1039,1421,Sand,robot,2022-10-05T03:09:09Z,Sand,56,Turf_sand,10,Paly,6,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1042,2745,AG,robot,2022-10-05T03:09:09Z,AG,47,AgTen,7,SP,4,Paly,4,Unk,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864,4041,AgTen,robot,2022-10-05T03:09:09Z,AgTen,78,MAL_turf,2,Mont_spp,1,Turf_sand,1,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,974,4281,DS,robot,2022-10-05T03:09:09Z,DS,22,Unk,5,MAL_turf,5,Mont_spp,4,Turf_sand,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410,2057,Paly,robot,2022-10-05T03:09:09Z,Paly,56,SP,24,MAL_turf,1,Turf_sand,1,AgTen,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1248,1697,Paly,robot,2022-10-05T03:09:09Z,Paly,23,Sand,16,Turf_sand,12,SP,6,MAL_turf,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275,2466,Sand,robot,2022-10-05T03:09:09Z,Sand,61,Paly,6,Turf_sand,6,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,3636,Dictyota,robot,2022-10-05T03:09:09Z,Dictyota,34,MAL_turf,7,Turf_sand,6,BrownM,6,Unk,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1831,1212,Dictyota,robot,2022-10-05T03:09:09Z,Dictyota,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1963,1375,Dictyota,robot,2022-10-05T03:09:09Z,Dictyota,69,BrownM,3,Unk,2,MAL_turf,2,Turf_sand,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,2386,Paly,robot,2022-10-05T03:09:09Z,Paly,28,Dictyota,18,MAL_turf,7,Pavement,4,Unk,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1859,3917,Dictyota,robot,2022-10-05T03:09:09Z,Dictyota,63,Turf_sand,6,MAL_turf,3,Unk,2,BrownM,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773,3954,Turf_sand,robot,2022-10-05T03:09:09Z,Turf_sand,20,BrownM,16,Dictyota,16,MAL_turf,5,Unk,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2209,4224,Paly,robot,2022-10-05T03:09:09Z,Paly,40,Dictyota,17,SP,13,Turf_sand,3,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2636,972,Paly,robot,2022-10-05T03:09:09Z,Paly,70,Sand,4,SINV_SPO_C,2,SP,2,LICO,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2233,2344,Sand,robot,2022-10-05T03:09:09Z,Sand,31,SP,15,MAL_turf,6,Turf_sand,5,Unk,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2755,3383,Paly,robot,2022-10-05T03:09:09Z,Paly,71,SP,5,AG,2,Sand,2,Unk,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2743,3910,Dictyota,robot,2022-10-05T03:09:09Z,Dictyota,66,BrownM,4,Turf_sand,3,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3078,1417,Paly,robot,2022-10-05T03:09:09Z,Paly,15,Dictyota,6,MAL_turf,5,AG,5,BrownM,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3074,1364,MAL_turf,robot,2022-10-05T03:09:09Z,AG,6,BrownM,6,MAL_turf,6,Dictyota,5,Unk,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3199,1157,BrownM,robot,2022-10-05T03:09:09Z,BrownM,26,Turf_sand,10,Dictyota,6,SP,5,Paly,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2879,1547,Dictyota,robot,2022-10-05T03:09:09Z,Dictyota,48,Turf_sand,7,MAL_turf,4,BrownM,4,Unk,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3284,3303,Turf_sand,robot,2022-10-05T03:09:09Z,Turf_sand,15,Dictyota,7,BrownM,7,Sand,7,Paly,6,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2891,3921,Dictyota,robot,2022-10-05T03:09:09Z,Dictyota,60,BrownM,7,MAL_turf,3,Unk,2,Turf_sand,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3242.JPG,08/03/2021,NA,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2961,4183,Dictyota,robot,2022-10-05T03:09:09Z,Dictyota,51,BrownM,11,Unk,3,MAL_turf,3,Turf_sand,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,2400,Dictyota,robot,2022-10-05T03:09:31Z,Dictyota,74,Turf_sand,2,Unk,2,MAL_turf,2,BrownM,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102,3431,Paly,robot,2022-10-05T03:09:31Z,Paly,23,Siderastr,7,AG,5,MAL_turf,4,Unk,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,3818,Dictyota,robot,2022-10-05T03:09:31Z,Dictyota,24,Sand,12,MAL,5,MAL_turf,4,Unk,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1109,3903,Dictyota,robot,2022-10-05T03:09:31Z,Dictyota,70,Turf_sand,3,BrownM,2,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673,3973,Dictyota,robot,2022-10-05T03:09:31Z,Dictyota,72,Turf_sand,2,Unk,2,BrownM,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1227,1297,Sand,robot,2022-10-05T03:09:31Z,Sand,74,Mont_spp,2,OctoThnSft,2,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649,2921,Sand,robot,2022-10-05T03:09:31Z,Sand,68,MAL_turf,3,Turf_sand,3,Mont_spp,2,Unk,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415,3691,SP,robot,2022-10-05T03:09:31Z,SP,52,Sand,11,Paly,9,Turf_sand,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1789,2109,Turf_sand,robot,2022-10-05T03:09:31Z,Turf_sand,24,Sand,17,MAL_turf,7,Dictyota,7,Unk,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,2360,SP,robot,2022-10-05T03:09:31Z,SP,23,Sand,11,MAL_turf,7,Turf_sand,4,Pavement,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1866,3068,MAL_turf,robot,2022-10-05T03:09:31Z,MAL_turf,16,Turf_sand,14,Sand,10,Dictyota,7,Pavement,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2258,838,SP,robot,2022-10-05T03:09:31Z,SP,29,Paly,20,Turf_sand,10,Sand,6,MAL_turf,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2572,989,Sand,robot,2022-10-05T03:09:31Z,Sand,28,Turf_sand,12,MAL,7,Unk,7,MAL_turf,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2665,1611,Unk,robot,2022-10-05T03:09:31Z,Unk,10,MAL_turf,6,PLESPP,5,AgTen,5,Turf_sand,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2327,2094,Paly,robot,2022-10-05T03:09:31Z,Paly,41,SP,9,MAL_turf,4,Sand,3,Pavement,3,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2542,2803,Sand,robot,2022-10-05T03:09:31Z,Sand,77,Unk,2,MAL_turf,2,Mont_spp,1,Turf_sand,1,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2555,3050,Sand,robot,2022-10-05T03:09:31Z,Sand,32,Turf_sand,13,Dictyota,6,MAL_turf,5,Unk,4,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2393,3919,Dictyota,robot,2022-10-05T03:09:31Z,Dictyota,63,BrownM,6,Turf_sand,3,Unk,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2287,3883,Dictyota,robot,2022-10-05T03:09:31Z,Dictyota,73,Lobophora,2,Unk,2,MAL_turf,2,BrownM,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2941,1533,Unk,robot,2022-10-05T03:09:31Z,Unk,71,Mont_spp,2,MAL_turf,2,Pseudopter,2,Turf_sand,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2798,2260,Dictyota,robot,2022-10-05T03:09:31Z,Dictyota,72,Unk,2,Sand,2,Turf_sand,2,MAL_turf,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2899,2948,Sand,robot,2022-10-05T03:09:31Z,Sand,44,Turf_sand,21,Unk,3,MAL_turf,3,Mont_spp,2,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3159,2761,Dictyota,robot,2022-10-05T03:09:31Z,Dictyota,22,BrownM,10,Turf_sand,7,Sand,6,MAL_turf,5,cayo_blanco,Reserve,15.928,-86.037
Santa Fe_Cayo Blanco_T1_GOPR3244.JPG,08/03/2021,NA,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3019,3542,Dictyota,robot,2022-10-05T03:09:31Z,Dictyota,20,Turf_sand,18,MAL_turf,7,BrownM,5,Sand,5,cayo_blanco,Reserve,15.928,-86.037
