Methodology *,Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Benthic attribute *,Interval start *,Transect length surveyed *,Interval size *,Observation interval *,Observer emails *
point,magin5,Managed Access,2019,4,21,8,2,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,lasol5,Managed Access,2019,4,8,6,2,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben1,Managed Access,2019,4,7,11,3,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben1,Managed Access,2019,4,7,11,3,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,2,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben1,Managed Access,2019,4,7,11,3,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben1,Managed Access,2019,4,7,11,3,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben1,Managed Access,2019,4,7,11,3,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin5,Managed Access,2019,4,21,8,3,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,siont2,Managed Access,2019,5,12,5,3,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun2,Reserve,2019,4,22,6,1,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,1,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kulis3,Managed Access,2019,5,14,7,2,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben6,Managed Access,2019,4,7,9,3,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,lasol5,Managed Access,2019,4,8,6,2,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun1,Managed Access,2019,4,22,5,1,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,2,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,siont2,Managed Access,2019,5,12,5,3,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,magin6,Managed Access,2019,4,22,4,3,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Hydroid,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Other invertebrates,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,1,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,talray5,Reserve,2019,4,25,8,2,Bleached coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Silt,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun2,Reserve,2019,4,22,6,1,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Corallina,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Corallinaceae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Coralimorph,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Tubipora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Millepora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Soft coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Xenia,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Halimeda,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,laben2,Managed Access,2019,4,7,8,1,Heliopora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,kapun3,Reserve,2019,4,22,5,3,Sponge,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Macroalgae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Crustose coralline algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,lasol6,Managed Access,2019,4,8,8,1,Acropora,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Rock,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Dead coral,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Sand,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,matao1,Managed Access,2019,4,21,9,2,Rubble,0.5,50,0.5,0.5,marianoviz1988@gmail.com
point,lasol5,Managed Access,2019,4,8,6,2,Turf algae,0.5,50,0.5,0.5,marianoviz1988@gmail.com
