Methodology *,Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Benthic attribute *,Quadrat size *,Transect length surveyed *,Quadrat *,Number of points *,Number of points per quadrat *,Number of quadrats *,Observer emails *
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Turf algae,1,50,16,4,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Dead coral,1,50,17,7,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Dictyota,1,50,17,1,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Macroalgae,1,50,17,1,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Sand,1,50,17,1,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Dead coral,1,50,18,1,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Hard coral,1,50,18,4,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Sand,1,50,18,2,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Soft coral,1,50,18,1,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Turf algae,1,50,18,2,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Cliona,1,50,19,5,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Dead coral,1,50,19,2,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Dictyota,1,50,19,1,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Hard coral,1,50,19,1,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Turf algae,1,50,19,1,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Hard coral,1,50,20,3,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Macroalgae,1,50,20,3,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Unknown,1,50,20,4,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Dead coral,1,50,21,1,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Hard coral,1,50,21,4,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,3,Soft coral,1,50,21,5,10,21,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,1,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,1,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Hard coral,1,50,1,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,1,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,1,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,1,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,2,5,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,2,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,2,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,2,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,3,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,3,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,3,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Rubble,1,50,3,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,3,4,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,4,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,4,4,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,4,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,4,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,4,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,5,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,5,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,5,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,5,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,6,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,6,4,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,6,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,6,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,6,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,7,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,7,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,7,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,7,4,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,7,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,8,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,8,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Siderastrea siderea,1,50,8,6,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,9,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,9,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,9,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,9,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,9,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Cliona,1,50,10,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Crustose coralline algae,1,50,10,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,10,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,10,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,10,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,10,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,11,4,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,11,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,11,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,11,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,11,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,12,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,12,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,12,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,12,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,12,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,13,4,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,13,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,13,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,13,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,13,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,14,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,14,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,14,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,14,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Unknown,1,50,14,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,15,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,15,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,15,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,15,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,15,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,15,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Unknown,1,50,15,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,16,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,16,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,16,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,16,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,16,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,17,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,17,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Macroalgae,1,50,17,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Porites,1,50,17,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Sand,1,50,17,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,17,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,18,9,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,18,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,19,5,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,19,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,19,4,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dead coral,1,50,20,3,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Dictyota,1,50,20,1,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Soft coral,1,50,20,4,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,4,Turf algae,1,50,20,2,10,20,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,1,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,1,4,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Rubble,1,50,1,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,1,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,1,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Cliona,1,50,2,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dictyota,1,50,2,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,2,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Rubble,1,50,2,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,2,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,2,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,3,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,3,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,3,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,3,7,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,4,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,4,6,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Unknown,1,50,4,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dictyota,1,50,5,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Rubble,1,50,5,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,5,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sponge,1,50,5,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,5,4,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dictyota,1,50,6,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Rubble,1,50,6,5,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,6,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,6,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Rubble,1,50,7,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,7,5,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,7,4,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,8,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,8,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Rubble,1,50,8,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,8,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,8,4,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,8,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,9,5,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,9,5,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,10,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,10,4,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Other invertebrates,1,50,10,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,10,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,10,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,10,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,11,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,11,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,11,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,11,4,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,12,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,12,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,12,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,12,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,13,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dictyota,1,50,13,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,13,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,13,5,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Crustose coralline algae,1,50,14,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,14,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Gorgonia,1,50,14,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Hard coral,1,50,14,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,14,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,14,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Unknown,1,50,14,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,15,5,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,15,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,15,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dictyota,1,50,16,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,16,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,16,6,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Rubble,1,50,17,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,17,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,17,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,17,6,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Rubble,1,50,18,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sponge,1,50,18,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,18,7,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dead coral,1,50,19,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,19,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,19,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sponge,1,50,19,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,19,4,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Cliona,1,50,20,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,20,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,20,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,20,6,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,21,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,21,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,21,5,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,22,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,22,4,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,22,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sponge,1,50,22,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,22,3,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Dictyota,1,50,23,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,23,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,23,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,23,6,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Macroalgae,1,50,24,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Sand,1,50,24,1,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Soft coral,1,50,24,2,10,24,marianoviz1988@gmail.com
benthic_pqt,gmca1,Managed Access,2022,6,25,8.3,5,Turf algae,1,50,24,6,10,24,marianoviz1988@gmail.com
