Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Transect length surveyed *,Width *,Fish size bin *,Observer emails *,Fish name *,Size *,Count *
gmia2,Reserve,2019,5,31,3,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,8,1
gmia2,Reserve,2019,5,31,3,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,25.5,1
glca4,Managed Access,2019,6,1,5,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon flavolineatum,15.5,1
glca4,Managed Access,2019,6,1,5,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus ciliaris,8,1
glca4,Managed Access,2019,6,1,5,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,8,1
glca4,Managed Access,2019,6,1,5,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,2.5,4
glca4,Managed Access,2019,6,1,5,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus ciliaris,35.5,2
glca4,Managed Access,2019,6,1,5,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,8,11
glca4,Managed Access,2019,6,1,5,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,2.5,3
glca4,Managed Access,2019,6,1,5,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon flavolineatum,8,20
glca4,Managed Access,2019,6,1,4,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,2.5,6
glca4,Managed Access,2019,6,1,4,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,8,1
glca4,Managed Access,2019,6,1,4,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Pomacanthus arcuatus,25.5,1
glca4,Managed Access,2019,6,1,4,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,8,1
glca4,Managed Access,2019,6,1,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,2.5,1
glca4,Managed Access,2019,6,1,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Pomacanthus paru,35.5,1
gmia3,Reserve,2019,5,30,5,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,15.5,1
gmia3,Reserve,2019,5,30,4,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,2.5,2
gmia3,Reserve,2019,5,30,4,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres bivittatus,15.5,1
gmia3,Reserve,2019,5,30,4,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,15.5,1
gmia3,Reserve,2019,5,30,4,6,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,15.5,1
gmia3,Reserve,2019,5,30,5,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,8,1
gmia3,Reserve,2019,5,30,5,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon capistratus,8,1
gmia3,Reserve,2019,5,30,5,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,2.5,1
gmia3,Reserve,2019,5,30,5,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,15.5,1
gmia3,Reserve,2019,5,30,5,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,15.5,2
bajo_calderon_(5),Managed Access,2019,5,4,20,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,15.5,1
7,Reserve,2021,3,6,7,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Bodianus rufus,25.5,1
7,Reserve,2021,3,6,7,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon capistratus,8,1
7,Reserve,2021,3,6,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus apodus,8,1
7,Reserve,2021,3,6,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus vetula,2.5,2
7,Reserve,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,8,2
mil-1,Managed Access,2021,9,8,15,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,8,1
mil-1,Managed Access,2021,9,8,15,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus tricolor,8,6
mil-1,Managed Access,2021,9,8,13,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sphoeroides spengleri,8,2
mil-1,Managed Access,2021,9,8,13,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus mahogoni,25.5,1
mil-1,Managed Access,2021,9,8,12,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,15.5,2
mil-1,Managed Access,2021,9,8,12,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ocyurus chrysurus,8,3
punto__7,Reserve,2021,3,7,6,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon sciurus,25.5,2
punto__7,Reserve,2021,3,7,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,8,2
6,Reserve,2021,3,7,6,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,8,5
6,Reserve,2021,3,7,6,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus apodus,8,5
gmia2,Reserve,2019,5,31,2,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,8,1
gmia2,Reserve,2019,5,31,3,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,8,1
gmia2,Reserve,2019,5,31,3,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,15.5,4
gmia2,Reserve,2019,5,31,3,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,8,9
gmia2,Reserve,2019,5,31,3,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,15.5,1
6,Reserve,2021,3,7,4,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres radiatus,8,3
6,Reserve,2021,3,7,4,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Ocyurus chrysurus,25.5,2
glia1,Reserve,2019,5,29,7,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,8,2
glia1,Reserve,2019,5,29,7,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,8,2
glia1,Reserve,2019,5,29,6,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,8,4
glia1,Reserve,2019,5,29,6,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon ocellatus,15.5,2
glia1,Reserve,2019,5,29,6,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon ocellatus,8,2
glia1,Reserve,2019,5,29,5,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres radiatus,2.5,20
glia1,Reserve,2019,5,29,5,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus iseri,15.5,2
glca1,Managed Access,2019,6,1,8,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,35.5,2
glca1,Managed Access,2019,6,1,5,6,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,8,5
glca1,Managed Access,2019,6,1,5,6,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon capistratus,8,2
glca1,Managed Access,2019,6,1,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,2.5,1
glca1,Managed Access,2019,6,1,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,8,1
glca1,Managed Access,2019,6,1,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon striatus,8,1
glca1,Managed Access,2019,6,1,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sphoeroides spengleri,2.5,1
glca1,Managed Access,2019,6,1,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,8,2
glca1,Managed Access,2019,6,1,9,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,15.5,1
22,Managed Access,2021,3,6,7,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,8,2
22,Managed Access,2021,3,6,7,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Epinephelus adscensionis,8,3
22,Managed Access,2021,3,6,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus vetula,15.5,1
22,Managed Access,2021,3,6,8,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma atomarium,8,2
22,Managed Access,2021,3,6,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma chrysopterum,15.5,1
22,Managed Access,2021,3,6,7,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon sciurus,8,1
22,Managed Access,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,15.5,1
22,Managed Access,2021,3,6,7,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus tricolor,8,2
point_6,Reserve,2021,3,7,5,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,2.5,3
10,Reserve,2021,3,7,8,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Trachinotus falcatus,8,3
10,Reserve,2021,3,7,9,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,8,1
10,Reserve,2021,3,7,9,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,2.5,2
10,Reserve,2021,3,7,9,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma chrysopterum,8,4
10,Reserve,2021,3,7,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,25.5,2
10,Reserve,2021,3,7,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus mahogoni,25.5,1
10,Reserve,2021,3,7,8,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus tricolor,25.5,2
10,Reserve,2021,3,7,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,2.5,2
10,Reserve,2021,3,7,8,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Holacanthus ciliaris,25.5,1
punto__7,Reserve,2021,3,7,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sphoeroides spengleri,35.5,2
punto__7,Reserve,2021,3,7,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,8,1
punto__7,Reserve,2021,3,7,6,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lutjanus apodus,15.5,1
gmca2,Managed Access,2019,7,9,4,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,15.5,1
gmca2,Managed Access,2019,7,9,4,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,2.5,1
gmca2,Managed Access,2019,7,9,4,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,15.5,2
gmca2,Managed Access,2019,7,9,4,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,15.5,1
gmca2,Managed Access,2019,7,9,4,6,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,2.5,1
gmca2,Managed Access,2019,7,9,4,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,8,2
gmca2,Managed Access,2019,7,9,4,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,8,1
gmca2,Managed Access,2019,7,9,4,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon sciurus,15.5,2
gmca2,Managed Access,2019,7,9,4,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,25.5,5
gmca2,Managed Access,2019,7,9,3,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon capistratus,8,1
gmca2,Managed Access,2019,7,9,4,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Kyphosus,35.5,1
punto_8,Reserve,2021,3,4,7,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Caranx ruber,25.5,2
punto_8,Reserve,2021,3,4,8,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,15.5,2
punto_8,Reserve,2021,3,4,8,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Melichthys niger,25.5,1
punto_8,Reserve,2021,3,4,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,2.5,5
punto_8,Reserve,2021,3,4,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Abudefduf saxatilis,15.5,30
punto_8,Reserve,2021,3,4,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Stegastes planifrons,8,1
punto_8,Reserve,2021,3,4,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon capistratus,8,2
bajo_calderon_(2),Managed Access,2019,5,4,18,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,2.5,2
bajo_calderon_(2),Managed Access,2019,5,4,18,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon flavolineatum,15.5,2
19,Managed Access,2021,3,19,3,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma chrysopterum,15.5,6
19,Managed Access,2021,3,19,3,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon carbonarium,8,8
19,Managed Access,2021,3,19,3,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sphoeroides spengleri,2.5,5
19,Managed Access,2021,3,19,3,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,15.5,3
19,Managed Access,2021,3,19,3,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,15.5,5
19,Managed Access,2021,3,19,3,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus coeruleus,25.5,5
19,Managed Access,2021,3,19,3,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon sciurus,25.5,5
glia2,Reserve,2019,5,29,5,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres radiatus,2.5,1
glia2,Reserve,2019,5,29,4,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon flavolineatum,15.5,6
glia2,Reserve,2019,5,29,4,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Pomacanthus arcuatus,25.5,2
glia2,Reserve,2019,5,29,4,8,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Pomacanthus paru,25.5,2
glia2,Reserve,2019,5,29,3,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres radiatus,8,11
glia2,Reserve,2019,5,29,3,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,15.5,1
glia2,Reserve,2019,5,29,5,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres radiatus,2.5,2
gmca1,Managed Access,2019,5,30,4,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,15.5,1
gmca1,Managed Access,2019,5,30,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Microspathodon chrysurus,15.5,1
gmca1,Managed Access,2019,5,30,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus iseri,2.5,1
gmca1,Managed Access,2019,5,30,7,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon striatus,8,2
gmca1,Managed Access,2019,5,30,6,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres bivittatus,25.5,3
gmca1,Managed Access,2019,5,30,5,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres bivittatus,15.5,6
gmia1,Reserve,2019,5,30,3,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sphoeroides spengleri,2.5,1
gmia1,Reserve,2019,5,30,3,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon ocellatus,8,1
gmia1,Reserve,2019,5,30,3,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,8,1
gmia1,Reserve,2019,5,30,3,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,15.5,1
gmia1,Reserve,2019,5,30,4,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres bivittatus,15.5,4
gmia1,Reserve,2019,5,30,4,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,15.5,2
gmia1,Reserve,2019,5,30,4,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon capistratus,8,2
gmia1,Reserve,2019,5,30,3,4,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma rubripinne,25.5,3
gmia1,Reserve,2019,5,30,6,3,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon sciurus,15.5,1
gmia1,Reserve,2019,5,30,5,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,8,1
gmia1,Reserve,2019,5,30,4,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma chrysopterum,15.5,1
17,Managed Access,2021,3,9,2,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma chrysopterum,8,1
17,Managed Access,2021,3,9,2,5,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Haemulon melanurum,3.9,2
17,Managed Access,2021,3,9,2,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus chirurgus,8,2
17,Managed Access,2021,3,9,2,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,8,3
17,Managed Access,2021,3,9,2,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Chaetodon striatus,2.5,3
mil-3,Managed Access,2021,9,8,13,2,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Lactophrys bicaudalis,8,1
mil-3,Managed Access,2021,9,8,12,1,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Acanthurus tractus,8,1
glca2,Managed Access,2019,6,1,5,10,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Scarus taeniopterus,15.5,3
glca2,Managed Access,2019,6,1,5,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,15.5,1
glca2,Managed Access,2019,6,1,5,9,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma aurofrenatum,25.5,5
glca2,Managed Access,2019,6,1,5,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Halichoeres garnoti,2.5,20
glca2,Managed Access,2019,6,1,5,7,50,"Mixed: >=10 cm & <35 cm @ 5 m, >=35 cm @ 20 m",1,marianoviz1988@gmail.com,Sparisoma viride,8,1
